"","Genes","Re_Set","Re_direction","De_Set","De_direction"
"22255","Xele.ptg000063l.107","None","None","DeT72","Up-regulated"
"22256","Xele.ptg000063l.108","ReT12","Down-regulated","None","None"
"22257","Xele.ptg000063l.111","ReT12","Down-regulated","None","None"
"22259","Xele.ptg000063l.114","ReT02","Up-regulated","DeT12","Down-regulated"
"22260","Xele.ptg000063l.115","None","None","DeT03","Down-regulated"
"22261","Xele.ptg000063l.116","ReT48","Up-regulated","None","None"
"22262","Xele.ptg000063l.117","ReT48","Up-regulated","None","None"
"22263","Xele.ptg000063l.118","ReT12","Down-regulated","DeT03","Up-regulated"
"22264","Xele.ptg000063l.119","ReT02","Up-regulated","DeT12","Down-regulated"
"22265","Xele.ptg000063l.120","ReT02","Up-regulated","DeT12","Down-regulated"
"22270","Xele.ptg000063l.125","ReT48","Down-regulated","DeT15","Up-regulated"
"22271","Xele.ptg000063l.126","ReT12","Down-regulated","DeT15","Up-regulated"
"22274","Xele.ptg000063l.129","None","None","DeT12","Down-regulated"
"22275","Xele.ptg000063l.130","None","None","DeT12","Down-regulated"
"22277","Xele.ptg000063l.133","None","None","DeT12","Down-regulated"
"22278","Xele.ptg000063l.134","ReT12","Up-regulated","DeT24","Down-regulated"
"22280","Xele.ptg000063l.136","ReT08","Down-regulated","DeT03","Up-regulated"
"22281","Xele.ptg000063l.137","ReT48","Down-regulated","None","None"
"22282","Xele.ptg000063l.138","ReT08","Down-regulated","DeT03","Up-regulated"
"22284","Xele.ptg000063l.140","None","None","DeT09","Down-regulated"
"22285","Xele.ptg000063l.141","ReT08","Up-regulated","DeT24","Down-regulated"
"22292","Xele.ptg000063l.150","ReT02","Up-regulated","DeT72","Down-regulated"
"22293","Xele.ptg000063l.151","None","None","DeT12","Down-regulated"
"22294","Xele.ptg000063l.152","ReT48","Up-regulated","DeT12","Down-regulated"
"22295","Xele.ptg000063l.153","None","None","DeT12","Down-regulated"
"22296","Xele.ptg000063l.155","ReT02","Up-regulated","DeT12","Down-regulated"
"22298","Xele.ptg000063l.158","ReT02","Up-regulated","DeT15","Down-regulated"
"22301","Xele.ptg000063l.162","ReT08","Up-regulated","DeT72","Down-regulated"
"22302","Xele.ptg000063l.163","None","None","DeT06","Up-regulated"
"22304","Xele.ptg000063l.165","None","None","DeT06","Down-regulated"
"22310","Xele.ptg000063l.171","ReT08","Down-regulated","DeT12","Up-regulated"
"22312","Xele.ptg000063l.173","ReT08","Down-regulated","DeT12","Up-regulated"
"22313","Xele.ptg000063l.174","None","None","DeT12","Down-regulated"
"22316","Xele.ptg000063l.177","ReT48","Up-regulated","DeT12","Down-regulated"
"22318","Xele.ptg000063l.180","ReT02","Up-regulated","DeT12","Down-regulated"
"22321","Xele.ptg000063l.183","ReT08","Down-regulated","DeT12","Up-regulated"
"22323","Xele.ptg000063l.185","ReT08","Up-regulated","DeT15","Down-regulated"
"22324","Xele.ptg000063l.186","ReT08","Up-regulated","DeT24","Down-regulated"
"22326","Xele.ptg000063l.188","None","None","DeT09","Up-regulated"
"22329","Xele.ptg000063l.191","None","None","DeT03","Up-regulated"
"22330","Xele.ptg000063l.192","None","None","DeT12","Up-regulated"
"22333","Xele.ptg000063l.195","ReT48","Down-regulated","None","None"
"22335","Xele.ptg000063l.197","ReT08","Up-regulated","DeT12","Down-regulated"
"22336","Xele.ptg000063l.198","None","None","DeT12","Down-regulated"
"22338","Xele.ptg000063l.200","ReT48","Up-regulated","DeT12","Down-regulated"
"22339","Xele.ptg000063l.201","ReT12","Up-regulated","None","None"
"22340","Xele.ptg000063l.202","ReT12","Up-regulated","None","None"
"22343","Xele.ptg000063l.205","ReT02","Up-regulated","DeT12","Down-regulated"
"22346","Xele.ptg000063l.208","ReT08","Up-regulated","DeT09","Down-regulated"
"22348","Xele.ptg000063l.210","ReT08","Up-regulated","DeT72","Down-regulated"
"22349","Xele.ptg000063l.211","ReT08","Down-regulated","DeT03","Up-regulated"
"22351","Xele.ptg000063l.213","ReT08","Up-regulated","DeT12","Down-regulated"
"22352","Xele.ptg000063l.215","ReT08","Up-regulated","DeT12","Down-regulated"
"22353","Xele.ptg000063l.216","None","None","DeT15","Up-regulated"
"22359","Xele.ptg000063l.222","ReT48","Down-regulated","None","None"
"22361","Xele.ptg000063l.224","ReT12","Up-regulated","None","None"
"22362","Xele.ptg000063l.225","ReT08","Up-regulated","DeT15","Down-regulated"
"22363","Xele.ptg000063l.226","ReT12","Up-regulated","DeT15","Down-regulated"
"22368","Xele.ptg000063l.231","ReT08","Up-regulated","DeT12","Down-regulated"
"22369","Xele.ptg000063l.232","ReT02","Up-regulated","DeT09","Down-regulated"
"22371","Xele.ptg000063l.234","ReT12","Up-regulated","DeT15","Down-regulated"
"22374","Xele.ptg000063l.238","ReT08","Up-regulated","None","None"
"22376","Xele.ptg000063l.240","ReT48","Down-regulated","DeT03","Up-regulated"
"22377","Xele.ptg000064l.12","ReT12","Down-regulated","None","None"
"22381","Xele.ptg000064l.19","None","None","DeT12","Up-regulated"
"22382","Xele.ptg000064l.21","ReT12","Down-regulated","DeT15","Up-regulated"
"22383","Xele.ptg000064l.22","ReT12","Down-regulated","None","None"
"22384","Xele.ptg000064l.23","ReT12","Down-regulated","DeT09","Up-regulated"
"22385","Xele.ptg000064l.24","ReT12","Down-regulated","None","None"
"22386","Xele.ptg000064l.25","ReT12","Down-regulated","None","None"
"22387","Xele.ptg000064l.33","ReT08","Up-regulated","None","None"
"22389","Xele.ptg000066l.2","ReT12","Up-regulated","None","None"
"22392","Xele.ptg000066l.7","None","None","DeT15","Up-regulated"
"22393","Xele.ptg000066l.8","ReT12","Up-regulated","DeT72","Down-regulated"
"22394","Xele.ptg000066l.11","None","None","DeT12","Down-regulated"
"22396","Xele.ptg000066l.17","ReT04","Up-regulated","DeT03","Down-regulated"
"22401","Xele.ptg000067l.7","ReT12","Down-regulated","None","None"
"22402","Xele.ptg000067l.8","None","None","DeT72","Up-regulated"
"22403","Xele.ptg000067l.10","ReT12","Up-regulated","DeT72","Down-regulated"
"22404","Xele.ptg000067l.11","ReT48","Down-regulated","None","None"
"22406","Xele.ptg000067l.13","ReT48","Down-regulated","DeT72","Up-regulated"
"22408","Xele.ptg000067l.15","None","None","DeT24","Down-regulated"
"22409","Xele.ptg000067l.16","ReT12","Down-regulated","DeT12","Up-regulated"
"22411","Xele.ptg000067l.18","ReT48","Down-regulated","DeT12","Down-regulated"
"22412","Xele.ptg000067l.19","ReT12","Down-regulated","DeT72","Up-regulated"
"22418","Xele.ptg000067l.26","ReT12","Down-regulated","None","None"
"22420","Xele.ptg000067l.28","None","None","DeT03","Down-regulated"
"22421","Xele.ptg000067l.29","ReT12","Up-regulated","DeT12","Down-regulated"
"22424","Xele.ptg000067l.32","ReT48","Down-regulated","None","None"
"22426","Xele.ptg000067l.36","None","None","DeT12","Down-regulated"
"22427","Xele.ptg000067l.37","None","None","DeT03","Up-regulated"
"22429","Xele.ptg000067l.39","None","None","DeT09","Up-regulated"
"22430","Xele.ptg000067l.40","ReT08","Down-regulated","DeT12","Up-regulated"
"22431","Xele.ptg000067l.41","ReT48","Up-regulated","None","None"
"22433","Xele.ptg000067l.44","ReT04","Down-regulated","DeT12","Up-regulated"
"22435","Xele.ptg000067l.46","ReT12","Down-regulated","DeT03","Up-regulated"
"22436","Xele.ptg000067l.47","ReT08","Down-regulated","DeT03","Up-regulated"
"22437","Xele.ptg000067l.48","ReT08","Down-regulated","DeT03","Up-regulated"
"22438","Xele.ptg000067l.49","ReT08","Up-regulated","None","None"
"22439","Xele.ptg000067l.50","ReT08","Down-regulated","DeT03","Up-regulated"
"22440","Xele.ptg000067l.51","ReT04","Down-regulated","DeT12","Up-regulated"
"22441","Xele.ptg000067l.52","ReT08","Up-regulated","DeT09","Down-regulated"
"22442","Xele.ptg000067l.53","ReT48","Up-regulated","DeT06","Down-regulated"
"22445","Xele.ptg000067l.58","None","None","DeT03","Up-regulated"
"22446","Xele.ptg000067l.59","ReT02","Up-regulated","DeT12","Down-regulated"
"22451","Xele.ptg000067l.64","ReT02","Up-regulated","DeT12","Down-regulated"
"22452","Xele.ptg000067l.65","ReT02","Up-regulated","DeT12","Down-regulated"
"22453","Xele.ptg000067l.66","ReT04","Up-regulated","DeT12","Down-regulated"
"22454","Xele.ptg000067l.67","ReT48","Up-regulated","DeT72","Down-regulated"
"22455","Xele.ptg000067l.69","ReT02","Up-regulated","DeT12","Down-regulated"
"22456","Xele.ptg000067l.70","None","None","DeT12","Down-regulated"
"22457","Xele.ptg000067l.71","ReT02","Up-regulated","DeT12","Down-regulated"
"22458","Xele.ptg000067l.72","ReT08","Up-regulated","DeT72","Down-regulated"
"22460","Xele.ptg000067l.74","None","None","DeT12","Up-regulated"
"22461","Xele.ptg000067l.75","ReT08","Down-regulated","DeT03","Up-regulated"
"22462","Xele.ptg000067l.76","ReT12","Down-regulated","DeT12","Up-regulated"
"22463","Xele.ptg000067l.77","None","None","DeT03","Up-regulated"
"22464","Xele.ptg000067l.78","None","None","DeT03","Up-regulated"
"22465","Xele.ptg000067l.79","None","None","DeT12","Up-regulated"
"22468","Xele.ptg000067l.82","None","None","DeT03","Down-regulated"
"22469","Xele.ptg000067l.83","ReT12","Down-regulated","None","None"
"22472","Xele.ptg000067l.86","ReT02","Up-regulated","DeT12","Down-regulated"
"22473","Xele.ptg000067l.87","ReT08","Up-regulated","None","None"
"22474","Xele.ptg000067l.88","ReT02","Up-regulated","DeT06","Up-regulated"
"22475","Xele.ptg000067l.89","ReT08","Down-regulated","DeT24","Up-regulated"
"22476","Xele.ptg000067l.90","None","None","DeT09","Up-regulated"
"22477","Xele.ptg000067l.91","ReT12","Down-regulated","DeT03","Up-regulated"
"22478","Xele.ptg000067l.92","ReT48","Up-regulated","None","None"
"22479","Xele.ptg000067l.93","ReT12","Down-regulated","DeT12","Up-regulated"
"22480","Xele.ptg000067l.95","ReT08","Up-regulated","DeT15","Down-regulated"
"22481","Xele.ptg000067l.96","ReT02","Up-regulated","DeT12","Down-regulated"
"22482","Xele.ptg000067l.97","ReT48","Down-regulated","DeT72","Up-regulated"
"22484","Xele.ptg000067l.100","ReT12","Up-regulated","DeT12","Down-regulated"
"22485","Xele.ptg000067l.101","ReT08","Up-regulated","DeT12","Down-regulated"
"22486","Xele.ptg000067l.102","ReT08","Up-regulated","DeT12","Down-regulated"
"22487","Xele.ptg000067l.103","ReT12","Up-regulated","DeT12","Down-regulated"
"22488","Xele.ptg000067l.104","ReT48","Up-regulated","DeT12","Down-regulated"
"22493","Xele.ptg000067l.109","ReT48","Down-regulated","DeT15","Up-regulated"
"22495","Xele.ptg000067l.111","ReT08","Up-regulated","None","None"
"22500","Xele.ptg000067l.117","ReT12","Down-regulated","DeT72","Up-regulated"
"22501","Xele.ptg000067l.118","ReT08","Up-regulated","DeT15","Down-regulated"
"22504","Xele.ptg000067l.121","ReT08","Down-regulated","DeT03","Up-regulated"
"22505","Xele.ptg000067l.122","None","None","DeT72","Down-regulated"
"22506","Xele.ptg000067l.123","ReT12","Down-regulated","None","None"
"22508","Xele.ptg000067l.125","ReT04","Up-regulated","DeT09","Down-regulated"
"22509","Xele.ptg000067l.126","ReT04","Up-regulated","DeT03","Up-regulated"
"22511","Xele.ptg000067l.128","ReT48","Up-regulated","DeT03","Down-regulated"
"22513","Xele.ptg000067l.131","ReT04","Up-regulated","DeT12","Down-regulated"
"22515","Xele.ptg000067l.133","ReT12","Up-regulated","DeT72","Down-regulated"
"22516","Xele.ptg000067l.134","ReT04","Up-regulated","DeT12","Down-regulated"
"22517","Xele.ptg000067l.135","ReT04","Up-regulated","DeT12","Down-regulated"
"22520","Xele.ptg000067l.139","ReT48","Down-regulated","DeT03","Down-regulated"
"22526","Xele.ptg000067l.146","ReT02","Down-regulated","DeT03","Up-regulated"
"22528","Xele.ptg000067l.150","ReT04","Up-regulated","DeT03","Up-regulated"
"22531","Xele.ptg000067l.154","None","None","DeT24","Down-regulated"
"22532","Xele.ptg000067l.155","None","None","DeT12","Up-regulated"
"22534","Xele.ptg000067l.157","ReT08","Down-regulated","DeT03","Up-regulated"
"22535","Xele.ptg000067l.158","None","None","DeT03","Up-regulated"
"22538","Xele.ptg000067l.161","ReT08","Down-regulated","None","None"
"22540","Xele.ptg000067l.163","ReT12","Down-regulated","None","None"
"22541","Xele.ptg000067l.164","ReT08","Down-regulated","None","None"
"22542","Xele.ptg000067l.166","ReT02","Up-regulated","DeT12","Down-regulated"
"22543","Xele.ptg000067l.168","ReT02","Up-regulated","DeT12","Down-regulated"
"22544","Xele.ptg000067l.169","ReT04","Up-regulated","DeT12","Down-regulated"
"22546","Xele.ptg000067l.171","None","None","DeT12","Up-regulated"
"22547","Xele.ptg000067l.172","ReT08","Down-regulated","DeT03","Up-regulated"
"22548","Xele.ptg000067l.173","ReT08","Up-regulated","DeT12","Down-regulated"
"22550","Xele.ptg000067l.175","ReT02","Up-regulated","DeT12","Down-regulated"
"22551","Xele.ptg000067l.177","ReT48","Down-regulated","None","None"
"22553","Xele.ptg000067l.179","ReT08","Down-regulated","DeT12","Up-regulated"
"22554","Xele.ptg000067l.180","ReT08","Up-regulated","DeT12","Down-regulated"
"22555","Xele.ptg000067l.181","None","None","DeT06","Down-regulated"
"22557","Xele.ptg000067l.183","None","None","DeT03","Down-regulated"
"22558","Xele.ptg000067l.184","ReT48","Up-regulated","DeT06","Down-regulated"
"22559","Xele.ptg000067l.185","None","None","DeT72","Up-regulated"
"22560","Xele.ptg000067l.186","ReT08","Down-regulated","None","None"
"22561","Xele.ptg000067l.187","ReT08","Down-regulated","DeT03","Up-regulated"
"22562","Xele.ptg000067l.188","ReT08","Down-regulated","DeT03","Up-regulated"
"22563","Xele.ptg000067l.190","ReT12","Down-regulated","None","None"
"22567","Xele.ptg000067l.194","ReT04","Up-regulated","DeT12","Down-regulated"
"22568","Xele.ptg000067l.195","None","None","DeT12","Down-regulated"
"22573","Xele.ptg000067l.201","ReT08","Down-regulated","DeT12","Up-regulated"
"22574","Xele.ptg000067l.202","ReT08","Down-regulated","None","None"
"22576","Xele.ptg000067l.204","None","None","DeT12","Down-regulated"
"22580","Xele.ptg000067l.209","None","None","DeT09","Down-regulated"
"22581","Xele.ptg000067l.210","ReT48","Up-regulated","DeT72","Down-regulated"
"22583","Xele.ptg000067l.212","ReT08","Up-regulated","DeT12","Down-regulated"
"22586","Xele.ptg000067l.216","None","None","DeT72","Down-regulated"
"22588","Xele.ptg000067l.219","ReT48","Up-regulated","None","None"
"22589","Xele.ptg000067l.220","ReT04","Up-regulated","DeT72","Down-regulated"
"22592","Xele.ptg000067l.224","None","None","DeT09","Down-regulated"
"22593","Xele.ptg000067l.225","None","None","DeT09","Down-regulated"
"22594","Xele.ptg000067l.226","ReT08","Up-regulated","DeT15","Down-regulated"
"22595","Xele.ptg000067l.227","None","None","DeT12","Down-regulated"
"22598","Xele.ptg000067l.230","ReT48","Down-regulated","DeT09","Down-regulated"
"22600","Xele.ptg000067l.232","None","None","DeT03","Up-regulated"
"22601","Xele.ptg000067l.233","ReT08","Up-regulated","DeT09","Up-regulated"
"22602","Xele.ptg000067l.234","ReT08","Up-regulated","DeT15","Down-regulated"
"22604","Xele.ptg000067l.236","ReT48","Up-regulated","DeT15","Down-regulated"
"22606","Xele.ptg000067l.238","ReT08","Up-regulated","DeT09","Down-regulated"
"22608","Xele.ptg000067l.240","ReT48","Up-regulated","DeT15","Down-regulated"
"22609","Xele.ptg000067l.242","ReT08","Down-regulated","DeT03","Up-regulated"
"22611","Xele.ptg000067l.244","ReT08","Down-regulated","DeT03","Up-regulated"
"22613","Xele.ptg000067l.246","ReT12","Down-regulated","None","None"
"22614","Xele.ptg000067l.247","None","None","DeT12","Down-regulated"
"22616","Xele.ptg000067l.249","ReT08","Up-regulated","DeT12","Down-regulated"
"22619","Xele.ptg000067l.252","ReT08","Up-regulated","DeT12","Down-regulated"
"22620","Xele.ptg000067l.253","None","None","DeT12","Up-regulated"
"22621","Xele.ptg000067l.254","ReT12","Up-regulated","DeT15","Down-regulated"
"22623","Xele.ptg000067l.256","ReT12","Down-regulated","None","None"
"22624","Xele.ptg000067l.258","ReT08","Down-regulated","DeT03","Up-regulated"
"22625","Xele.ptg000067l.259","ReT12","Down-regulated","None","None"
"22627","Xele.ptg000067l.261","ReT12","Up-regulated","DeT03","Up-regulated"
"22628","Xele.ptg000067l.262","ReT08","Down-regulated","DeT03","Up-regulated"
"22631","Xele.ptg000067l.265","None","None","DeT12","Down-regulated"
"22632","Xele.ptg000067l.268","ReT12","Down-regulated","DeT03","Down-regulated"
"22633","Xele.ptg000067l.269","ReT12","Down-regulated","DeT15","Up-regulated"
"22634","Xele.ptg000067l.270","None","None","DeT03","Down-regulated"
"22635","Xele.ptg000067l.271","ReT08","Up-regulated","DeT12","Down-regulated"
"22636","Xele.ptg000067l.272","ReT08","Down-regulated","DeT12","Up-regulated"
"22637","Xele.ptg000067l.273","ReT04","Down-regulated","DeT12","Up-regulated"
"22639","Xele.ptg000067l.275","ReT04","Up-regulated","DeT03","Down-regulated"
"22640","Xele.ptg000067l.276","ReT08","Up-regulated","DeT15","Down-regulated"
"22642","Xele.ptg000067l.278","ReT02","Up-regulated","DeT12","Down-regulated"
"22643","Xele.ptg000067l.279","ReT48","Down-regulated","DeT06","Up-regulated"
"22645","Xele.ptg000067l.281","ReT02","Up-regulated","DeT12","Down-regulated"
"22646","Xele.ptg000067l.282","None","None","DeT12","Down-regulated"
"22647","Xele.ptg000067l.283","ReT08","Down-regulated","DeT72","Up-regulated"
"22648","Xele.ptg000067l.284","ReT08","Down-regulated","DeT03","Up-regulated"
"22649","Xele.ptg000067l.285","None","None","DeT09","Down-regulated"
"22650","Xele.ptg000067l.286","ReT08","Down-regulated","DeT03","Up-regulated"
"22652","Xele.ptg000067l.289","ReT08","Up-regulated","DeT12","Down-regulated"
"22653","Xele.ptg000067l.290","ReT12","Down-regulated","DeT72","Up-regulated"
"22654","Xele.ptg000067l.292","ReT12","Down-regulated","None","None"
"22655","Xele.ptg000067l.293","ReT48","Up-regulated","DeT15","Down-regulated"
"22656","Xele.ptg000067l.294","ReT48","Down-regulated","DeT03","Up-regulated"
"22664","Xele.ptg000067l.302","ReT08","Down-regulated","DeT03","Up-regulated"
"22665","Xele.ptg000067l.304","ReT48","Down-regulated","None","None"
"22666","Xele.ptg000067l.305","ReT12","Up-regulated","DeT15","Down-regulated"
"22667","Xele.ptg000067l.306","ReT48","Up-regulated","None","None"
"22668","Xele.ptg000067l.307","ReT04","Up-regulated","DeT03","Down-regulated"
"22669","Xele.ptg000067l.308","ReT48","Down-regulated","None","None"
"22670","Xele.ptg000067l.309","None","None","DeT03","Up-regulated"
"22672","Xele.ptg000067l.311","ReT04","Up-regulated","DeT03","Down-regulated"
"22675","Xele.ptg000067l.315","ReT12","Up-regulated","DeT72","Down-regulated"
"22677","Xele.ptg000067l.317","ReT02","Up-regulated","DeT12","Down-regulated"
"22678","Xele.ptg000067l.318","ReT08","Up-regulated","DeT12","Down-regulated"
"22679","Xele.ptg000067l.319","None","None","DeT72","Down-regulated"
"22680","Xele.ptg000067l.320","ReT02","Up-regulated","DeT24","Down-regulated"
"22681","Xele.ptg000067l.321","None","None","DeT15","Down-regulated"
